delta,ordering,kval,ngen,fastas
115701299.2,34,20,7,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
116180851.2,34,20,8,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
109254041.6,35,20,1,['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']
111745369.6,35,20,2,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
113054080.0,35,20,3,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
113957542.4,35,20,4,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
114705984.0,35,20,5,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
115306649.6,35,20,6,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115734400.0,35,20,7,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
116180851.2,35,20,8,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
109248563.2,36,20,1,['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']
111806272.0,36,20,2,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
113084134.4,36,20,3,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
113978227.2,36,20,4,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
114652044.8,36,20,5,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
115289932.8,36,20,6,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
115701299.2,36,20,7,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
116180851.2,36,20,8,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
109297024.0,37,20,1,['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']
111803968.0,37,20,2,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
112807168.0,37,20,3,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
113797926.4,37,20,4,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
114564800.0,37,20,5,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
115217344.0,37,20,6,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
115734489.6,37,20,7,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
116180851.2,37,20,8,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
109297024.0,38,20,1,['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']
111818240.0,38,20,2,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
113081920.0,38,20,3,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
113979315.2,38,20,4,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
114667609.6,38,20,5,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
115254323.2,38,20,6,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
115797132.8,38,20,7,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
116180851.2,38,20,8,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
109254041.6,39,20,1,['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']
111796454.4,39,20,2,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
113055705.6,39,20,3,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
113766732.8,39,20,4,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
114557158.4,39,20,5,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115170982.4,39,20,6,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
115679027.2,39,20,7,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
116180851.2,39,20,8,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
109297024.0,40,20,1,['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']
111818240.0,40,20,2,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
113097843.2,40,20,3,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
114031270.4,40,20,4,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
114763532.8,40,20,5,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
115315148.8,40,20,6,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
115811315.2,40,20,7,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
116180851.2,40,20,8,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
109254041.6,41,20,1,['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']
111796454.4,41,20,2,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
113055705.6,41,20,3,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
114025433.6,41,20,4,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
114714176.0,41,20,5,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
115277312.0,41,20,6,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
115797132.8,41,20,7,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
116180851.2,41,20,8,"['/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
109248563.2,42,20,1,['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']
111767731.2,42,20,2,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
113004454.4,42,20,3,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
113974976.0,42,20,4,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
114704192.0,42,20,5,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115298918.4,42,20,6,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
115727859.2,42,20,7,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
116180851.2,42,20,8,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
109266368.0,43,20,1,['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']
111771443.2,43,20,2,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
113033177.6,43,20,3,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
113976716.8,43,20,4,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
114521574.4,43,20,5,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
115173235.2,43,20,6,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115734400.0,43,20,7,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
116180851.2,43,20,8,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
109263987.2,44,20,1,['/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']
111781760.0,44,20,2,"['/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
113089920.0,44,20,3,"['/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
114030860.8,44,20,4,"['/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
114707942.4,44,20,5,"['/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
115308620.8,44,20,6,"['/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115811315.2,44,20,7,"['/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
116180851.2,44,20,8,"['/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
109297024.0,45,20,1,['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']
111825190.4,45,20,2,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
113113561.6,45,20,3,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
114049932.8,45,20,4,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
114594739.2,45,20,5,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
115189772.8,45,20,6,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
115727859.2,45,20,7,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
