delta,ordering,kval,ngen,fastas
114581465.6,68,20,5,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
115209804.8,68,20,6,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115734489.6,68,20,7,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
116180851.2,68,20,8,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
109248563.2,69,20,1,['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']
111712435.2,69,20,2,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
113058752.0,69,20,3,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
113997862.4,69,20,4,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
114710502.4,69,20,5,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
115179187.2,69,20,6,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
115727859.2,69,20,7,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
116180851.2,69,20,8,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
109354316.8,70,20,1,['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']
111910630.4,70,20,2,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
113145804.8,70,20,3,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
113835289.6,70,20,4,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
114588108.8,70,20,5,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
115196006.4,70,20,6,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
115734489.6,70,20,7,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
116180851.2,70,20,8,"['/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
109248563.2,71,20,1,['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']
111836083.2,71,20,2,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
113094707.2,71,20,3,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
114025433.6,71,20,4,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
114695219.2,71,20,5,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
115277312.0,71,20,6,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
115797132.8,71,20,7,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
116180851.2,71,20,8,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
109355404.8,72,20,1,['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']
111842457.6,72,20,2,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
113090240.0,72,20,3,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
113976716.8,72,20,4,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
114521574.4,72,20,5,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
115173235.2,72,20,6,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115734400.0,72,20,7,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
116180851.2,72,20,8,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
109266368.0,73,20,1,['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']
111771443.2,73,20,2,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
113097843.2,73,20,3,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
114018585.6,73,20,4,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
114763532.8,73,20,5,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
115228812.8,73,20,6,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
115734400.0,73,20,7,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
116180851.2,73,20,8,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
109355404.8,74,20,1,['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']
111180736.0,74,20,2,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
112786137.6,74,20,3,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
113771584.0,74,20,4,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
114551948.8,74,20,5,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115173235.2,74,20,6,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
115679027.2,74,20,7,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
116180851.2,74,20,8,"['/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
109279987.2,75,20,1,['/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']
111739955.2,75,20,2,"['/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
113063590.4,75,20,3,"['/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
113948160.0,75,20,4,"['/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
114687206.4,75,20,5,"['/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
115254323.2,75,20,6,"['/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
115679027.2,75,20,7,"['/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
116180851.2,75,20,8,"['/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
109248563.2,76,20,1,['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']
111836083.2,76,20,2,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
113145804.8,76,20,3,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
114032652.8,76,20,4,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
114749568.0,76,20,5,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']"
115221184.0,76,20,6,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
115734489.6,76,20,7,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
116180851.2,76,20,8,"['/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
109297024.0,77,20,1,['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']
111802393.6,77,20,2,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
113094681.6,77,20,3,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
113979520.0,77,20,4,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
114551948.8,77,20,5,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
115173235.2,77,20,6,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
115734400.0,77,20,7,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
116180851.2,77,20,8,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
109297024.0,78,20,1,['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa']
111818240.0,78,20,2,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
113121395.2,78,20,3,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
114011801.6,78,20,4,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
114688883.2,78,20,5,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
115308620.8,78,20,6,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
115715814.4,78,20,7,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa']"
116180851.2,78,20,8,"['/data/blangme2/fasta/hprc-yr1/HG03486.2.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']"
109266368.0,79,20,1,['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa']
111849024.0,79,20,2,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa']"
113094707.2,79,20,3,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa']"
113962432.0,79,20,4,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa']"
114658432.0,79,20,5,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa']"
115289932.8,79,20,6,"['/data/blangme2/fasta/hprc-yr1/NA19240.2.fa', '/data/blangme2/fasta/hprc-yr1/HG03486.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.1.fa', '/data/blangme2/fasta/hprc-yr1/HG02818.2.fa', '/data/blangme2/fasta/hprc-yr1/NA19240.1.fa', '/data/blangme2/fasta/hprc-yr1/HG00733.1.fa']"
